Full Ref,Ref,%White,%Hispanic,%AfrAm,%Asian,%Chinese Han,Cohort,Cohort1,Cohort2,Cohort3,Design1,Design2,Individuals,Mean_age,Age_range,Age_group,Cohort_country1,Cohort_country2,Broad Trait/Disorder,Trait/Disorder,Categorical/Continuous,Binary/Continuous,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Rater1,Rater2,Covariate1,Covariate2,Covariate3,Covariate4,Design,Specific_phenotype,Specific_phenotype_category,Continuous_phenotype_category,Binary/Continuous,Group,Sex,h2,h2_SE,c2,c2_SE,e2,e2_SE,Model,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,16-17y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Parent,,Not used,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.63,0.02,,,0.37,0.03,BEST,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,19-20y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Self,,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.82,0.01,,,0.28,0.03,BEST,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,8-9y,Middle Childhood,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Parent,,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.78,0.01,,,0.22,0.03,BEST,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,13-14y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Parent,,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.74,0.01,,,0.26,0.03,BEST,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,16-17y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Parent,,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.73,0.01,,,0.27,0.03,BEST,,
"Brikell, I., Kuja-Halkola, R., Larsson, J.-O., Lahey, B. B., Kuntsi, J., Lichtenstein, P., . . . Larsson, H. (2016). Relative immaturity in childhood and attention-deficit/hyperactivity Disorder symptoms from childhood to early adulthood: exploring genetic and environmental overlap across development. Journal of the American Academy of Child & Adolescent Psychiatry, 55(10), 886-895. ",Brikell et al. (2016),No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,2604,,19-20y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,DSM,,,,,,,,Self,,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.69,0.01,,,0.31,0.03,BEST,,
"Brooker, R. J., Moore, M. N., Van Hulle, C. A., Beekman, C. R., Begnoche, J. P., Lemery‐Chalfant, K., & Goldsmith, H. H. (2020). Attentional Control Explains Covariation Between Symptoms of Attention‐Deficit/Hyperactivity Disorder and Anxiety During Adolescence. Journal of Research on Adolescence, 30(1), 126-141. ",Brooker et al. (2020),82,,,,,WTP,WTP,,,Twin study,Classical,1016,13.6,,Adolescence,USA,Wisconsin,ADHD,ADHD,Continuous,Continuous,HBQ,DISC-IV,EATQ-R,,,,,,Parent,Self,Sex,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.7,0.03,,,0.3,0.04,TC,,
"Brooker, R. J., Moore, M. N., Van Hulle, C. A., Beekman, C. R., Begnoche, J. P., Lemery‐Chalfant, K., & Goldsmith, H. H. (2020). Attentional Control Explains Covariation Between Symptoms of Attention‐Deficit/Hyperactivity Disorder and Anxiety During Adolescence. Journal of Research on Adolescence, 30(1), 126-141. ",Brooker et al. (2020),82,,,,,WTP,WTP,,,Twin study,Classical,1016,13.6,,Adolescence,USA,Wisconsin,ADHD,ADHD,Continuous,Continuous,HBQ,DISC-IV,EATQ-R,,,,,,Parent,Self,Sex,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.6,0.05,,,0.4,0.04,TC,,
"Burt, S. A., Krueger, R. F., McGue, M., & Iacono, W. G. (2001). Sources of covariation among attention-deficit/hyperactivity Disorder, oppositional defiant Disorder, and conduct Disorder: the importance of shared environment. Journal of abnormal psychology, 110(4), 516. ","Burt, Krueger, McGue & Iacono (2001)",98,,,,,MTFS,MTFS,,,Twin study,Classical,1506,11,10-12y,Middle Childhood & Adolescence,USA,Minessota,ADHD,ADHD,Continuous,Continuous,DICA-R,DSM-IH-R,,,,,,,Parent,Self,Not used,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.57,0.07,0.11,0.05,0.32,0.02,FULL,,
"Burt, S. A., Larsson, H., Lichtenstein, P., & Klump, K. L. (2012). Additional evidence against shared environmental contributions to attention-deficit/hyperactivity problems. Behavior Genetics, 42(5), 711-721. ","Burt, Larsson, Lichtenstein & Klump (2012)",85,,7,,,MSUTR,MSUTR,,,Twin and sibling study,Classical,624,,6-10 years old,Childhood & Middle Childhood,USA,,ADHD,ADHD,Continuous,Continuous,CBCL,ADHP,,,,,,,Parent,,Sex,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.53,0.05,,,0.47,0.05,BEST,,
"Burt, S. A., Larsson, H., Lichtenstein, P., & Klump, K. L. (2012). Additional evidence against shared environmental contributions to attention-deficit/hyperactivity problems. Behavior Genetics, 42(5), 711-721. ","Burt, Larsson, Lichtenstein & Klump (2012)",85,,7,,,PETSS,PETSS,,,Twin and sibling study,Classical,1708,,6-10 years old,Childhood & Middle Childhood,Sweden,,ADHD,ADHD,Continuous,Continuous,DuPaul ADHD Rating Scale IV,,,,,,,,Parent,,Sex,,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.64,0.03,,,0.36,0.03,BEST,,
"Chang, Z., Lichtenstein, P., & Larsson, H. (2012). The effects of childhood ADHD symptoms on early-onset substance use: a Swedish twin study. Journal of abnormal child psychology, 40(3), 425-435. ","Chang, Lichtenstein & Larsson (2012)",No data,,,,,TCHAD,TCHAD,,,Twin study,Categorical threshold,2960,,8-17y,Middle Childhood & Adolescence,Sweden,,ADHD,ADHD,Categorical,Categorical,DSM-4,,,,,,,,Parent,,Not used,,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.81,0.05,0.01,0.03,0.19,0.03,FULL,,
"Chang, Z., Lichtenstein, P., Asherson, P. J., & Larsson, H. (2013). Developmental twin study of attention problems: high heritabilities throughout development. JAMA psychiatry, 70(3), 311-318. ","Chang, Lichtenstein, Asherson & Larsson (2013)",No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,3148,,8-9y,Middle Childhood,Sweden,,ADHD,ADHD,Continuous,Continuous,CBCL,YSR,,,,,,,Parent,Self,Sex,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.77,0.02,,,0.23,0.04,BEST,,
"Chang, Z., Lichtenstein, P., Asherson, P. J., & Larsson, H. (2013). Developmental twin study of attention problems: high heritabilities throughout development. JAMA psychiatry, 70(3), 311-318. ","Chang, Lichtenstein, Asherson & Larsson (2013)",No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,3148,,13-14y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,CBCL,YSR,,,,,,,Parent,Self,Not used,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.82,0.01,,,0.28,0.04,BEST,,
"Chang, Z., Lichtenstein, P., Asherson, P. J., & Larsson, H. (2013). Developmental twin study of attention problems: high heritabilities throughout development. JAMA psychiatry, 70(3), 311-318. ","Chang, Lichtenstein, Asherson & Larsson (2013)",No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,3148,,16-17y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,CBCL,YSR,,,,,,,Parent,Self,Not used,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.82,0.01,,,0.28,0.03,BEST,,
"Chang, Z., Lichtenstein, P., Asherson, P. J., & Larsson, H. (2013). Developmental twin study of attention problems: high heritabilities throughout development. JAMA psychiatry, 70(3), 311-318. ","Chang, Lichtenstein, Asherson & Larsson (2013)",No data,,,,,TCHAD,TCHAD,,,Twin study,Classical,3148,,19-20y,Adolescence,Sweden,,ADHD,ADHD,Continuous,Continuous,ABCL,ASR,,,,,,,Self,,Not used,,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.78,0.02,,,0.22,0.04,BEST,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Self,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Males,0.48,0.05,,,0.52,0.03,BEST,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Males,0.7,0.04,0.07,0.03,0.23,0.01,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Teacher,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Males,0.47,0.08,0.09,0.06,0.44,0.03,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Self,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Males,0.54,0.04,0.01,0.02,0.46,0.03,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Males,0.67,0.05,0.26,0.05,0.07,0.01,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Self,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Females,0.43,0.04,0.01,0.02,0.52,0.01,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Females,0.62,0.05,0.15,0.05,0.23,0.01,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Teacher,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Females,0.29,0.09,0.18,0.05,0.53,0.03,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Self,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Females,0.5,0.04,,,0.5,0.02,BEST,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Females,0.56,0.04,0.33,0.04,0.1,0.01,FULL,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Self,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.44,0.02,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.72,0.03,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Combined,0.47,0.02,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.78,0.02,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,12y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,CAST,,,,,,,,Teacher,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Combined,0.53,0.04,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,AQ,,,,,,,,Self,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Combined,0.5,0.02,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Self,,Age,Sex,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.41,0.02,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ASD,ASD,Continuous,Continuous,AQ,,,,,,,,Parent,,Age,Sex,,,Family,ASD,ASD,Autistic Traits,Continuous,,Combined,0.66,0.03,,,,,Aonly,,
"Cheesman, R., Selzam, S., Ronald, A., Dale, P. S., McAdams, T. A., Eley, T. C., & Plomin, R. (2017). Childhood behaviour problems show the greatest gap between DNA-based and twin heritability. Translational psychiatry, 7(12), 1-9. ",Cheesman et al. (2017),No data,,,,,TEDS,TEDS,,,Twin study,Classical,7814,,16y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.78,0.02,,,,,Aonly,,
